itemId,name,pricePicked,collectible
107468946850133,belly button,3,
78361465087388, .,5,
7694177807,CROSS,2,
15397877327,Cross Necklace,2,
1705783,Halloween Tails,0,
1289815,Rivalry,0,
1036727,Erik Is My Hero,0,
27484450,Headphones,2,
16009406988,dark-blood-ketchup-gothic-y2k-hands,4,
14042938496,Titan TV Textura,2,
16253146603,i love my brother,1000,
13241272595,Png,1000,
119749391161060,"Robot
",5,
14648563936,bingus!,3,
18253180220,My Traffic cone,15,
18253108934,Pet birdy,5,
14281356977,RobloxScreenShot20230523_002019682,6,
17076470953,Bugatt Divo,2,
16130476738,thanks!,5,
14473313084,i love sharks!!,5,
14473388564,EMO MENNNN,10,
12494457497,smile,5,
13380304547,Catalog Avatar Creator Star,2,
1028595,Bloxxer,0,
17269521066,[⏳] Matte Steel Horns Of Conquest,90,
17405570916,♡ : black paw clip (fav),90,
15920848733,Black Poch Puppy Dog Ears,90,
14440043838,꒰ ୨୧ ꒱ bows for bangs pink ,90,
15697459,Cactrot,100,
4381828509,Junkbot - Hat,0,
1772336109,Down to Earth Hair,0,
48474313,Red Roblox Cap,0,
607700713,Roblox Logo Visor,0,
617605556,Medieval Hood of Mystery,0,
2646473721,Roblox Visor,0,
3033908130,International Fedora - France,0,
3033910400,International Fedora - Germany,0,
3398308134,International Fedora - Canada,0,
3403874988,The Encierro Cap,0,
3409612660,International Fedora - USA,0,
3438342658,International Fedora - Argentina,0,
3443038622,International Fedora - Peru,0,
3499972183,International Fedora - Colombia,0,
3656493304,International Fedora - South Korea,0,
3662265036,International Fedora - Indonesia,0,
3822880197,International Fedora - Ukraine,0,
3940375351,International Fedora - Philippines,0,
3992084515,International Fedora - Vietnam,0,
4047554959,International Fedora - Brazil,0,
4094878701,International Fedora - Mexico,0,
4154538250,International Fedora - Chile,0,
4246228452,International Fedora - Spain,0,
4324158403,International Fedora - Japan,0,
4381707497,International Fedora - Turkey,0,
4391384843,International Fedora - Russia,0,
4489239608,International Fedora - United Kingdom,0,
4584029953,International Fedora - Poland,0,
4584042059,International Fedora - Netherlands,0,
4622081834,International Fedora - China,0,
4645400486,International Fedora - Australia,0,
4645404679,International Fedora - Thailand,0,
4819740796,Robox,0,
15879832307,Red Praetorian Hood,90,
17330318143,SB Leopard Print Headscarf,90,
74108785680678,Oversized Grunge Fur Hood (Black),90,
16957090879,Pro Shiesty Pulled Down,90,
12262003814,Grey Hoodie,90,
15821749930,Pro Shiesty,90,
16687774345,Front Head Bandana Black,90,
18473155384,Black Puffer Hood w/ Beanie,90,
6807837252,Backwards Royal Blue,90,
17563335036,Multi-Diamond Square Stud Earrings,90,
18516457419,Blue Paisley Rapper Bandana ,90,
17564588126,Black Shiny Puffer Fur Hood,90,
6774189421,Backwards  94,90,
126442429226538,Cloudy Ice Crown,0,
122067820905006,Balaclava Fisher Hat Black,90,
104117401833251,Winter Skies Beanie,0,
2493590711,Knights of Redcliff: Paladin - Helmet,0,
607702162,Roblox Baseball Cap,0,
18948112735,🌸Y2K Kitty Hat w Pink Realtree Camo Head Scarf🌸,90,
18233063806,Classic Red Vintage Cap,90,
91650095765236,Cyan Evil Pumpkin Head,90,
14999875848,SIDEWAYS GENK[NITE] TRUCKER CAP -- ROCK / BLUE,90,
8041171606,Possessed VHS TV,90,
15101983120,Verified,90,
17039389777,Skeleton Grip,90,
16771367819,Washed Cap,90,
16264305551,Camo Bandana w/ Shades,90,
16810724254,Pink Star Sigil,95,Collectible
11660678371,Head Bandage,90,
8780017969,Ears w/Diamond Earrings ,90,
16265047366,Brown Khaki Traditional Shemagh,90,
139610147,Korblox Deathspeaker Hood,0,
17108858606,Black Ghillie Turban,90,
17779108068,Black Clockwork Headphones,90,
11713115171,White Eternity Crown,90,
17405054612,King's Mask,90,
16292136577,Fur Lined Winter Hood,90,
417457461,ROBLOX 'R' Baseball Cap,0,
6275981862,Red Heart Confetti,90,
6405194951,Business Fedora,100,
102611803,Verified  Bonafide  Plaidafied,0,
13700469376,Brown Ushanka,90,
11329623626,SIDEWAYS EV!L TRUCKER CAP -- BROWN / PINK,90,
10376985322,JOIN #OG XXL,7,
10404313641,JOIN #OG XXL,7,
111957428160251,Shop: Studio 8th,7,
5737394332,6 Hunna. PFK,5,
75495365529503,Shop: Studio 8th,7,
6418425361,Zip up Kapital Hoodie w Graphic Tee,5,
15564836243,Makima [+],5,
16300488206,pink anime girl shirt,5,
103045120198462,Japanese Shirt Braxx [+],5,
6722202687,FIRE,5,
5068048089,pink cast !,5,
6132186615,Kaneki +,5,
5628215219,Kaneki (+),5,
16529693785,Frutiger Aero [+],5,
15807526017,black top da hood pick me envy y2k grunge street,5,
14931481700,Pick me dahood,7,
13393765557,desert ,5,
12929047447,black top w side cutout ,7,
15414643431,Cute Croptop Pick me Da hood Mommy Evade R6,7,
13732472873,pick me da hood set matching girl cute sanrio y2k,7,
14096887186,im obsessed with myself matching set [black],7,
8902806997,Black,5,
3814403839,Black,5,
10791273842,Bandaged reaper gray v2,5,
16814850632,Om Nom,5,
8409657496,skool,5,
11671533803,pink corset,5,
16627589361,♰ Hold Me The Right Way ♰,7,
7082309071,Miyamura Izumi [+] Horimiya,5,
12521146643,anime,5,
12474517300,school,5,
9938230013,school,5,
17285136224,Beast boy,7,
301810204,Oakley Shirt,0,
301809996,John Shirt,0,
3670737444,Roblox Shirt - Simple Pattern,0,
4637596615,Classic Male v2 - Shirt,0,
4637603462,Classic Female v2 - Shirt,0,
144076436,Grey Striped Shirt with Denim Jacket,0,
382537085,I <3 Pizza Shirt,0,
382537702,Teal Shirt,0,
398633584,Denim Jacket with White Hoodie,0,
398635081,Blue Plaid Shirt ,0,
4047884046,Guitar Tee with Black Jacket,0,
4047884939,My Favorite Pizza Shirt,0,
4047886060,Purple and Teal Top,0,
93647600455130,Gentleman's archive jacket,9,
6216554261,♡ leopard (boys),5,
15657197521,Join #EBE ENT,7,
12171405490,puffer,10,
4283429907,Doge,5,
7739381069,sQuid gAme shirt,5,
8464861974,Squid Game Shirt,5,
14594971412,Polo,6,
9698459361,WHITE DESIGNER TEE N' FULLY ICED OUT JEWELRY,5,
15243967944,Valk blue,5,
8064724122,Sky Blue Hoodie with Violet vest [ Ice Valk ],5,
6153317379,Violet Valk Shirt,5,
13800318372,Muscle Buff Bacon💪,5,
17725915830,I love my bff,5,
7215985546,Ice Shirt,5,
9328318987,☆,5,
6273919519,💎🔥🔥 Suit White 🔥🔥💎,5,
14903048992,RED m'n'm,5,
17442436021,Realistic muscles,7,
10977726831,DRIP,5,
14164580412,HELLSTAR GREY CREWNECK,7,
9965518738,Old Reaper LR Uni [+],5,
12142438478,suit,5,
398634295,Pastel Starburst Top with Gray Jacket,0,
301807898,Serena Shirt,0,
4637611578,NeoClassic Female v2 - Shirt,0,
301808824,Claire Shirt,0,
18300009878,Glo World Brown & Pink Boy Jersey Shirt ,7,
301809497,Casey Shirt,0,
13307753670,black version realistic puffer,5,
4637617396,NeoClassic Male v2 - Shirt,0,
301806786,Lin Shirt,0,
6908375703,Graphic tee,5,
5612004000,turtle neck,5,
17411736422,y2k Light Pink Affliction Tee Shirt Boy,5,
14177908694,handmade mohair sweater masc,9,
16283825686,Gojo vs Sukuna (+),5,
14810790973,pink y2k,7,
9683182342,pink y2k ,5,
11205095276,Shirt-black-realistic-y2k-remera-vamp-grunge,5,
7400015892,[ℛ&ℛ] 🎃 Halloween 🎃 Jack Skellington,7,
15530435111,real tree,5,
8754374775,nina,5,
15257275036,y2k blue graphic varsity,5,
16345494601,GRAY SANDRO ZIP UP HOODIE WITH FUR INSIDE,9,
18137107921,nature tee,7,
7862069169,00,7,
13927499919,jp w cc,9,
136381299958246,rap trendy y2k drip shop hood baddie ,7,
15251999207,Style Noo.,7,
15144723590,Denim Tears Hoodie ,6,
12064125269,jason voorhees,7,
17552303050,money is the motive v2,7,
79268031976493,default black lotto sweater,7,
18458806602,★,7,
11803506496,np5u shirt (white),5,
10523548490,White and gold paladin armour,7,
8494133819,Spiderman 🕷️,5,
7276533755,polo,7,
18491553418,english or spanish (boy black shirt),7,
6991795518,Violet Valk Vlone skeleton jacket,5,
4837870047,Nosniy Games Purple Hoodie,10,
11725889271,gallery dept,6,
16717564348,ProjectSupreme NEW ERA Shirt,10,
18313885553,ProjectSupreme Jersey WHITE [Shirt],10,
607785314,ROBLOX Jacket,0,
10946093082,White Suit Gold Accent Shirt [+],5,
18194429767,Shop #BHI ENT!,7,
9952363337,Graphic pink y2k car shirt,5,
6830105705,Jotaro,5,
6215479127,Gold,7,
5505351239,Black Puffy Jacket,5,
14263675242,no gain,5,
11380620184,emo grunge y2k skullz extreme brown,7,
11722504221,emo,5,
14758728581,gothic black vintage coat,7,
14835772850,刻.,7,
10613194423,affliction used,7,
12185016647,刻.,7,
13119121410,sample 026 ,7,
6670502876,BLUE skull graphic tee,6,
10978078898,Кристалл RTX,5,
10978079768,Изумруд RTX,5,
12274396370,Diamond,5,
12217321034,2_-_Ozone_-_Player,5,
12178703347,12_-_K9_-_Player_Variant,5,
12198532306,7_-_Z_-_Player_Variant,5,
12217322212,2_-_Ozone_-_Player_Variant,5,
12404705179,4_-_White_-_Player_Variant,5,
12404709882,4_-_White_-_Player,5,
12414066716,4_-_White_-_Player_Variant,5,
12434081953,aaa,5,
12444706250,lotsu,5,
12457132564,saa,5,
12170398405,13_-_Flow_-_Player,5,
9511488403,fighting game shirt,5,
9511404513,Fighting Game,5,
6239054084,Kizuato,5,
6475312203,Lime Green Puffer Vest w/ Black Undershirt,5,
6376248494,Valentines day Shirt / boys,5,
12009271221,Vintage Y2K Suit & Loose Tie,5,
11412606203,Plain Soft White Shirt,5,
11832324512,y2k brown,7,
15651855929,cookie monster pj top,5,
15988810812,y2k Skeleton Hands Zip-Up Hoodie,5,
15988795715,y2k Emo Vamp Bloody Suit,1,
16200165618,Silly Cat Tank,5,
10159746390,cnp,5,
8714116439,thrifted y2k jacket emo gyaru vamp lol xd,5,
15195368244,Hellstar tee,7,
382538295,Guitar Tee with Black Jacket,0,
382538059,Green Jersey,0,
144076358,Blue and Black Motorcycle Shirt,0,
10376995113,JOIN #OG XXL,7,
10404318678,JOIN #OG XXL,7,
6045764316,OTF Tracksuit Pants ,5,
102004843565164,Shop: Studio 8th,7,
136580855396320,Shop: Studio 8th,7,
6475198140,amiri jeans w travis scott 1's,5,
15564838079,Makima [-],5,
94006477532609,Japanese Braxx Pants [-],5,
6722183770,FIRE,5,
13612578375,im on fire,9,
6515030149,Kaneki,5,
16593944991,Frutiger Aero!!!,5,
17287560766,Desert (-),5,
16246434673,୨ৎ summer,8,
14096885879,im obsessed with myself matching set [black],7,
6866696739,socks,5,
6667634384,black shorts,5,
13676729951,evade,7,
16627812388,♰ Pink Subversive Skirt ♰,7,
6444816714,[Horimiya] Izumi Miyamura School Uniform,5,
2973058140,Beast Boy,5,
301811432,Oakley Pants,0,
301811279,John Pants,0,
4637601297,Classic Male v2 - Pants,0,
4637605284,Classic Female v2 - Pants,0,
382537569,Black Jeans,0,
382537806,Jean Shorts,0,
398634487,Beautiful You Jeans,0,
398635338,Ripped Skater Pants,0,
7142822708,Kiz White [-],5,
15151300483,italy polo black color,7,
972619362,Doge,5,
7572082171,squid game pants,5,
9812581353,sQuid gAme pants,5,
7113444362,white ripped jeans w af1,5,
6458153755,red valk pants,5,
1095307503,White Suit,5,
10253943406,[ Content Deleted ],6,
12074976081,drip,5,
636442964,poor,5,
17451590228,timbs,5,
14775958871,baggy gym sweatpants,7,
11396300865,Shadow company -,5,
8001831524,💧 Drip 💧,7,
301810602,Serena Pants,0,
4637612548,NeoClassic Female v2 - Pants,0,
301810800,Claire Pants,0,
17378776812,DT Jeans,5,
18300030748,Glo World Brown & Pink Boy Shorts,7,
301811027,Casey Pants,0,
7128272234,black sun faded jeans,5,
11418392427,Caveman,5,
4637618900,NeoClassic Male v2 - Pants,0,
301810423,Lin Pants,0,
14399530389,Hellstar Pink Flame Sweatpants w/ Balenciaga Track,5,
15188732604,Gojo +,5,
8481943911,Pink Y2k✧,5,
8391396616,carpenter,5,
15257277583,y2k gray sweatpants w designer shoes,5,
17471230986,Archival Clothing Denim Swear Alt Smiley Boots,8,
18206842619,bear moment,7,
13568807870,cool man pants,11,
13734592079,Ksubi Jeans + Black + White Lanvin Curb Sneakers,7,
16915208389,python mud max denim,7,
15077979871,Jason,5,
71364991218057,dolce jeans higher sag,7,
18458816627,★,7,
6486692900,custom af1s w/ purple sweatpants (violet valk),7,
3197963725,🔥 Black Denim Jeans 🔥,20,
18313888611,ProjectSupreme Jersey WHITE [Pants],10,
13447192622,Black & White Armor pants,5,
12889835650,Original Captain Pants in white gold,5,
1136892316,GOLD,5,
16279581860,y2k vamp emo cyber brown baggy swag sag belt jean,5,
8583198807,deftones,5,
16409442176,blue jeans,7,
7653196601,[🦇] Emo 🤠,10,
7010148714,2belt,5,
15242177443,Grasya Worldwide (y 2k Pink Pants),5,
129458426,Jeans,5,
9584192488,👽 RTX,5,
12170418876, White Pants Regiment,5,
15621335539,black y2k da hood muscle shirt boy evade emo jeans,5,
398633812,Black Jeans with White Shoes,0,
8710080431,brown khakis x white sneakers,5,
12217910392,black emo pants ★,10,
9325361607,Brown,7,
15651847087,hello kitty pj pants,5,
15651926147,cookie monster pj pants,5,
15988827043,y2k Black Streetwear Jeans,5,
11323662400,brown justice,7,
9811540278,all black pants,5,
12380638156,cargo pants grey black,5,
382538503,Black Jeans with Sneakers,0,
382537950,Jean Shorts with White Shoes,0,
144076760,Dark Green Jeans,0,
746767604,Cheeks ,75,
86498113,Woman Head,0,
2499654905,Squad Ghouls: Drop Dead Tedd Head,0,
6494064291,Linlin - Head,0,
2493588193,Knights of Redcliff: Paladin - Head,0,
6445269791,Denny - Head,0,
86498048,Man Head,0,
6340227,Trim,0,
6340213,Roundy,0,
6340101,Blockhead,0,
30265169,Robot Smile,75,
10860397,Silence,75,
10907541,Mr. Chuckles,75,
19396123,Jack Frost Face,75,
823012694,Sneaky Steve,75,
26619096,Sick Day,150,
301827237,Oakley's Face,0,
301827199,John's Face,0,
86487766,Woman Face,0,
2499652255,Squad Ghouls: Drop Dead Tedd - Zombie Face,0,
7699174,Silly Fun,0,
301826957,Serena’s Face,0,
301827089,Claire's Face,0,
2493587489,Knights of Redcliff: Paladin - Face,0,
301827157,Casey's Face,0,
20722130,Shiny Teeth,75,
20010377,Yawn,75,
86487700,Man Face,0,
144075659,Smile,0,
168141301,Ice Dragon Slayer,350,
83021250,The Fiery Sun,525,
12187348,Ronin Katana,45,
121946387,Bombo's Survival Knife,100,
81656346118352,Mini Stud - Torso,0,
301826032,XBOX_M Torso,0,
86499666,Woman Torso,0,
2492674027,City Life Woman - Torso,0,
2499646611,Squad Ghouls: Drop Dead Tedd - Torso,0,
3963871432,Oliver - Torso,0,
4381823417,Junkbot - Torso,0,
4637244207,Classic Male v2 - Torso,0,
4637265517,Classic Female v2 - Torso,0,
4637151279,NeoClassic C v2 - Torso,0,
11584241181,Anime Style 2 - Torso,0,
11714041015,Rene - Torso,0,
11748986529,Billie - Torso,0,
32357558,Gunslinger - Torso,0,
98760859896145,Nguyễn Gơn - Torso,0,
3963485362,Summer - Torso,0,
11715264057,Andi - Torso,0,
301824116,XBOX_F Torso,0,
11702749784,Harper - Torso,0,
11709146274,Robin - Torso,0,
11572083496,Anime Style 1 - Torso,0,
11702287641,Addison - Torso,0,
11709869073,Dawson - Torso,0,
6494056892,Linlin - Torso,0,
11740060397,Jordan - Torso,0,
376547767,ROBLOX Girl Torso,0,
2493586650,Knights of Redcliff: Paladin - Torso,0,
4637290950,NeoClassic Male v2 - Torso,0,
139607770,Korblox Deathspeaker Torso,0,
6445268819,Denny - Torso,0,
48474356,ROBLOX Girl - Torso,0,
15029791991,Lil Ghost - Torso,0,
27112025,Roblox 2.0 Torso,0,
86500008,Man Torso,0,
376532000,ROBLOX Boy Torso,0,
92773940107398,Makima,60,
75701677800557,Kaiser,60,
77359955,Lava Hair,145,
212967757,Chestnut Style ,95,
323476364,Brown Scene Hair,95,
12239280049,Kawaii High Buns in Brown,76,
13398534958,Cutesy Straight Pigtails Black,76,
10796737619,Aesthetic Y2k Lowside Ponytail (Black),50,
101101069513501,☆ soft straight lush hair with pigtails white,70,
15643990825,† vampire hime haircut blonde,70,
9033937039,Dark Green Messy Hair (1.0),60,
301819935,Oakley's Hair,0,
301819845,John's Hair,0,
62724852,Chestnut Bun,0,
2492675286,City Life Woman - Short Bob,0,
2499654059,Squad Ghouls: Drop Dead Tedd - Pompadour,0,
3963874672,Oliver - Hair,0,
4637254498,Classic Male v2 - Hair,0,
4637267557,Classic Female v2 - Hair,0,
11625086208,Anime Style 2 - Hair - Black,0,
7193454569,Braided Hair - Black,0,
9243987340,Short and Sleek - Blonde,0,
376526888,Straight Blonde Hair,0,
376527350,Black Ponytail,0,
451220849,Lavender Updo,0,
451221329,True Blue Hair,0,
1103003368,Orange Beanie with Black Hair,0,
2956239660,Belle Of Belfast Long Red Hair,0,
3814474927,Cool Side Shave,0,
3814476174,Colorful Braids,0,
6993758617,Short and Sleek - Brown,0,
7193397693,Short Fringe - Blonde,0,
7193401217,Short Fringe - Black,0,
7193405096,Curly Fade - Black,0,
7193419595,Side Part - Brown,0,
7193424874,Medium Middle Part - Blonde,0,
7193437847,Medium Middle Part - Brown,0,
7193442167,Pony Tail - Black,0,
7193444640,Pony Tail - Red,0,
7193445686,Wavy Middle Part - Blonde,0,
7193448258,Wavy Middle Part - Brown,0,
7193448988,Straight Bangs - Blonde,0,
7193449810,Straight Bangs - Brown,0,
7193450455,Curly Afro - Black,0,
7193451306,Curly Afro - Cool Brown,0,
9174354743,Top Knot - Black,0,
9174355709,Sideswept Dreads - Black,0,
9243976603,Short Fringe - Brown,0,
9243983205,Short Fringe - Red,0,
9243992729,Short and Sleek - Black,0,
9243995099,Short and Sleek - Red,0,
9244008307,Curly Fade - Blonde,0,
9244010432,Curly Fade - Brown,0,
9244024443,Side Part - Red,0,
9244029916,Surfer - Blonde,0,
9244033194,Surfer - Brown,0,
9244057408,Top Knot - Blonde,0,
9244060144,Top Knot - Brown,0,
9244064248,Top Knot - Red,0,
9244067444,Sideswept Dreads - Blonde,0,
9244070571,Sideswept Dreads - Brown,0,
9244082349,Sideswept Dreads - Red,0,
9244089488,Medium Middle Part - Black,0,
9244097555,Pony Tail - Brown,0,
9244114211,Wavy Middle Part - Red,0,
9244122897,Straight Bangs - Red,0,
9244125859,Curly Afro - Blonde,0,
9244131570,Curly Afro - Red,0,
9244134513,Short Curls - Blonde,0,
9244137452,Short Curls - Cool Brown,0,
9244148336,Braided Hair - Blonde,0,
9244150641,Braided Hair - Cool Brown,0,
16909964287,Punk Kid Spikey Hair,65,
6310159312,Spikey Cool Hair,75,
10928435480,Punk Spiked Hair,70,
17684662129,Swag Hair,85,
17861666862,Jumbo Curly Ponytail 1/2 [Black],85,
15602894504,Black Blowout Taper Fade,65,
79095104275765,Messy Black Curly Afro,60,
17604606690,6-Stringed Bassist's Scarlet Sweep,75,
93814107692769,Nguyễn Gơn - Hair,0,
121619994846642,Kirei (Black),60,
87719366970131,Black Messy Punk Scene Hair,60,
3963490791,Summer - Hair,0,
7193452166,Short Curls - Black,0,
301818806,Serena's Hair,0,
9244021842,Side Part - Black,0,
4637156063,NeoClassic Female v2 - Hair,0,
9174353649,Surfer - Black,0,
11599969557,Anime Style 1 - Hair,0,
301819020,Claire's Hair,0,
6993754725,Straight Bangs - Black,0,
9244111257,Wavy Middle Part - Black,0,
6494077172,Linlin - Hair,0,
11572095427,Anime Hair - Brunette,0,
9244095135,Pony Tail - Blonde,0,
11584287440,Anime Female - Hair - Brunette,0,
301819154,Casey's Hair,0,
16052493267,Black Curly Afro,75,
7193386173,Side Part - Blonde,0,
9244145658,Short Curls - Red,0,
9244014391,Curly Fade - Red,0,
9244038785,Surfer - Red,0,
9244091757,Medium Middle Part - Red,0,
7193455510,Braided Hair - Red,0,
78833913249410,Long Beard,60,
4637431811,NeoClassic Male v2 - Hair,0,
301818464,Lin's Hair,0,
17391547393,Gojo,60,
18767340145,Light-Blonde Messy Scene Spiked Hair,60,
13481555913,Y7KCC'S Dreadlocks V3,70,
18572878878,Black Messy Long Punk Scene Hair,60,
14649408431,Greasy Hair,51,
16090255087,Maki,60,
191101707,Flaming Mohawk,495,
8923165409,Blonde Anime Hair,70,
17364092576,FL Wicks Black,65,
17107876353,Taper Fade High  [Black],90,
17163347147,Freeform High Taper Fade,65,
17040087925,Taper Fade 1/2 [Black],90,
18322375014,Dreads,60,
14475560411,White Anime Boy Hair,60,
6445270994,Hair,0,
14892639364,Y7KCC'S Dreadlocks V10,70,
13947637744,💯 Spiky Anime Boys Emo Hair (White),60,
17082940427,Gold Spikey Hair,60,
48474294,ROBLOX Girl - Hair,0,
14282300628,Super Spikey Anime Hair (black),60,
13947711266,💯 Spiky Anime Boys Emo Hair (Black),60,
17877340,Beautiful Brown Hair for Beautiful People,90,
8022090494,Brown Messy Hair,75,
8918751779,Brown Messy Hair (1.0),60,
15789883432,Y7KCC'S Dreadlocks V15,65,
62234425,Brown Hair,0,
376548738,Brown Charmer Hair,0,
376524487,Blonde Spiked Hair,0,
63690008,Pal Hair,0,
12912852887,mouth duct tape,90,
15694226906,Desert Brown Tactical Goggles,90,
12307091817,NewSide Bangs in Brown,90,
12393794196,Fashionista Bangs in Brown,90,
12307048143,Swept Bangs in Brown,90,
4528880486,Black Eyepatch,90,
130511588082575,Super Happy Face,90,
6965372930,Swept Bangs in Black,90,
6134532324,NewSide Bangs in Black,90,
15485982313,Low Ruffle Lace Eyepatch Pink,90,
110192263342371,Emo Piercings v1,90,
301820724,Oakley's Glasses,0,
102338104638146,Black Goatee,90,
15863269955,Serious Face With Tats,90,
128290599591387,Purple Sparkletime Shades,420,Collectible
17826440571,Glowing Void Eyes - Red,90,
15393465273,Turn Down for What Meme Glasses,90,
13895617178,Stubble Beard [Black],90,
123991839420751,Drink Hot Chocolate,0,
18473293539,Green cool eyes (for man face),1,
301820599,Claire's Shades,0,
376527500,Orange Shades,0,
301820642,Casey’s Shades,0,
10721963880,Red Eye Glare,90,
301820310,Lin's Glasses,0,
85250940579788,Yuji Awakened,90,
17846977350,Trippie Rapper Face Tattoo,90,
16651158472,Heart Slit Eyebrows In Black,90,
15719707390,carti piercings,90,
16264934063,Chrome Punk Cross Glasses,90,
18232471260,Classic Grunge Hockey Mask Jason,90,
5700329323,Rose,90,
376526673,Stylish Aviators,0,
125248546677493,Beige Neck Scarf,50,
301820684,John’s Scarf ,0,
376527115,Jade Necklace with Shell Pendant,0,
18112476810,User Ads Backstage Pass,0,
18112503797,Living Art: User Ads,0,
16717607141,Leopard Neck Fur Collar,50,
18480751369,4.0 boy iced out chain chiefkeef angry eyes,50,
16033597318,[1.0] Trill Diamond Chain,50,
8998508239,Knife Chain,50,
81643530004922,Nguyễn Gơn - Collar,0,
301820523,Serena's Scarf,0,
18297027252,[VVS] Tripple Iced Out Cuban Chain ,50,
16551810512,Black Bandana/Scarf,50,
11329866528,Oversized Tied Hoodie,50,
15788352066,Loose Black Tie,50,
16717522604,Black Winter Neck Fur Collar,50,
18923360507,Black Winter Neck Scarf Cowl ,50,
5355321395,Silver Link Chain,75,
88835287292574,[R6] Move Tool Right Arm,60,
17361331178,Sitting Doge R6 Shoulderpal (Right Shoulder),50,
17295817761,Puffer Vest Black Fur ,50,
70687120985666,ardor* - shoulder hoodie (1.0) (grey),50,
17295546148,Puffer Vest Fur White,50,
17779448724,90's Japanese Car Magazine,50,
16471619778,Side Bag With Headphones 1.0 Beige,50,
14860651021,Grey Designer Messenger Bag w Money,90,
12369867610,Valentines Day Cupid's lyre harp,90,
4381832739,Junkbot - Battery,0,
111423898041248,Vyke's Black Fingerprint Robe,1,
18428835586,Fancy Black Money Backpack,135,
5677350668,The Right Holy Wing,135,
104561002253317,Firework ,0,
14642412661,Maki Rusted Soul Sword,135,
6036787782,Nightmare Demon (Orange),135,
14438914579,Necro Skeleton ,135,
15786166605,Designer Leather Black Crossbody Bag (1.0),135,
18612401560,The Cape - Angry Canary,0,
12009870364,3.0 BLACK Y2K STAR BACKPACK,135,
10006515941,Y2K Gray Skeleton Teddy Bear [3.0],135,
120645007205535,stylish red waist tie (r6),60,
102041619417711,pocket bandana blue,60,
14025256180,German Sport Car Keys ,75,
15395079068,BLACK OFF-HEAT KEYCHAIN W KEYS,60,
104741822987331,Catwalk Glam - Climb,0,
2510230574,Rthro Climb,0,
11600317961,Realistic - Climb,0,
973773170,Toy Climb,0,
892269341,Elder Climb,0,
122757794615785,NFL - Climb,0,
18538170170,adidas Sports - Climb,0,
16744204409,Bold Climb,0,
754639239,Mage Climb,0,
619535091,Zombie Climb,0,
72706690305027,Catwalk Glam - Fall,0,
2510233257,Rthro Fall,0,
11600319649,Realistic - Fall,0,
973768058,Toy Fall,0,
892267521,Elder Fall,0,
123307994439772,NFL - Fall,0,
18538164337,adidas Sports - Fall,0,
16744207822,Bold Fall,0,
754636589,Mage Fall,0,
619535616,Zombie Fall,0,
14353423348,Baby Queen - Bouncy Twirl,50,
15610015346,Yungblud Happier Jump,50,
4689362868,Sleep,50,
139021427684680,KATSEYE - Touch,100,
3360689775,Salute,0,
3360692915,Tilt,0,
5915779043,Applaud,0,
3762654854,Greatest,50,
5230661597,Bored,50,
4849502101,Sad,50,
15698511500,Cuco - Levitate,50,
16392120020,Jawny - Stomp,50,
4940592718,Confused,50,
17360720445,HUGO Let's Drive!,95,
14353425085,Baby Queen - Strut,50,
10214406616,Frosty Flair - Tommy Hilfiger,170,
15554016057,Olivia Rodrigo Fall Back to Float,100,
3576968026,Shrug,0,
3576823880,Point2,0,
3360686498,Stadium,0,
3576686446,Hello,0,
